Unnamed: 0,description,points,country,province,variety,price
29328,"A terrific vintage for the Freedom Hill bottling, the 2008 displays a firm, concentrated core of cranberry, raspberry and pie-cherry fruit flavors. Wrapped in plenty of toasty new oak, the wine is powerful and mouth-coating, balanced with juicy acidity, and rolls on through a lengthy, satisfying finish.",92,US,Oregon,Pinot Noir,40
67859,"Break out the pizza with tomato sauce and gooey, oily mozzarella. That's what this tough, gritty Bordeaux-style blend with added Sangiovese needs to soften and mellow. It's a good wine, ripe in berries and spices, but rustic.",85,US,California,Red Blend,17
84137,"Whiffs of minerality, waxy lemon peel and lanolin add complexity to lemon-honey flavors on the palate. It's dainty, with a steely acid backbone, and hints of saffron and spice on the finish. Made from grapes frozen after harvest.",87,US,New York,Riesling,30
140673,"After their disastrous 2004 Pinots, Cuvaison returns to form with this light, easy wine. It's dry and soft, with cola, cherry, root beer, licorice, peppery spice and vanilla oak flavors, and will be versatile at the table.",86,US,California,Pinot Noir,31
42337,"Caramelized oak makes a statement in this wine that starts out richly and roundly, but finds a sense of balanced acidity in the glass. Medium bodied, it features classic notes of Meyer lemon and Gravenstein apple.",90,US,California,Chardonnay,30
47429,"This expresses the greatness of its vintage and vineyard, offering wave after wave of raspberry and cherry pie flavors, plus notes of red currant, sweet licorice, spicy Dr. Pepper and smoky sandalwood. There's also something exotically briary and wild that intrigues. Even more remarkable is the texture, an amalgam of acids and tannins that rivals any Pinot Noir ever produced in California. It should age for up to 20 years.",99,US,California,Pinot Noir,75
68739,"Oodles of blackberry and ripe grape flavors characterize this smoothly textured, well-balanced red blend. Firm elements of tannin and acidity support the ripeness, and the wine tastes fresh and mouth-watering. This will be great with meat, pasta and cheese.",88,US,California,Red Blend,10
82541,"Very pale, thin and watery. The fruit is barely perceptible, a little watermelon and unripe strawberry. The tannins, too, are light, with a breakfast tea flavor.",84,US,Oregon,Pinot Noir,35
49338,"Sporting a much-improved label design, the 2009 Natasha brings pungent, assertive scents of tomato leaf, pepper and moist earth. Sharp and focused, the fruit is there, though it's the leaf and earth components that stand out. For its earthy style, it's a well-made and complex offering.",88,US,Oregon,Pinot Noir,40
61044,"A thick structure surrounds grilled white peach and candied lemon in this full-bodied, creamy wine. It shows plenty of barrel impact and integration, a style for those who like their whites with some meat on their bones and curves in all the right places.",91,US,California,Chardonnay,55
55776,"Direct and fruity, this Chardonnay is loaded with lemon.",83,US,California,Chardonnay,10
118652,"This wine is lean on the nose and perfumed in honeysuckle and apple blossom. With its power in balance, the fruit can shine. Lemon and Gravenstein apple exude from the entry while a medium-toned structure buoys the subtle spicy notes of the oak, never letting them overtake the finish.",91,US,California,Chardonnay,35
79729,"Crisp and lemony with a full, honeyed and rich finish, this Portuguese white made out of the Sierra Foothills screams for seafood. If you've never tasted a California Verdelho, this would be a good place to start.",89,US,California,Verdelho,18
21680,"Merry Edwards doesn't just slap this regional blend together. This is a combination of her best vineyards. It's a wonderful wine, dry, balanced and deep in berry, spice, cola and earthy flavors. In many ways, it's the consummate Russian River Valley Pinot Noir. Drink now–2015.",93,US,California,Pinot Noir,42
66119,"With all of the fruit coming from Gamache Vineyard, this wine brings aromas of lees, butterscotch and butter. It's elegant in style with a lightly creamy feel and flavors that linger.",87,US,Washington,Chardonnay,18
69763,"From a cool vintage, this blend of 65% Merlot and 35% Cabernet Sauvignon is still tight, offering an elegance of rose, dried cranberry and herb around sizable but not puckering tannins. Flavors of cherry and strawberry shyly reveal themselves in the glass, but the wine should develop further in the cellar, through 2021.",90,US,California,Claret,135
134896,"With 15.5% alcohol, this wine is too hot for balance. It also tastes unnecessarily sweet, with sugared raspberry, cherry and blackberry flavors.",82,US,California,Zinfandel,27
90775,"Tastes fresh and jammy and slightly gassy, like a new Beaujolais, although it should calm down and settle by mid-2009. Then it will be a fine, fruity Zin, fruit-forward and dry in blackberries, cherries, raspberries, raisins, mocha and pepper.",85,US,California,Zinfandel,14
5810,"Vinegary overtones suggest a volatile wine from the first sniff. Flavors are high-toned as well, with plum and cherry. Some sort of barrel treatment brings in dark chocolate and espresso, with slightly burnt, bitter tannins.",85,US,Oregon,Pinot Noir,24
24074,"A good effort in the rough-and-ready genre. Aromas are straightforward plum shot through with earthy notes. The palate shows good cherry fruit and is quite gripping, with slightly rustic tannins that carry over to the short finish. Give it a year in the cellar to smooth out, then try with hearty beef dishes.",85,US,New Mexico,Cabernet Sauvignon,22
41979,"A rich, polished Cabernet. Doesn't taste particularly Oakville-like, due to extreme ripeness, softness, high alcohol and refined tannins that could come from anywhere, but it's well crafted and delicious. Offers waves of blackberries, black currants, chocolate and cedar. Now–2013.",91,US,California,Cabernet Sauvignon,60
73736,"Scouring and sweet, this wine features flavors of vanilla, yeast and ripe lemon meringue. It is easy to drink with almost anything, at price fit for everyday enjoyment.",85,US,California,Pinot Grigio,11
63760,"Mostly old (1972) Bacchus vineyard fruit is 100% Cabernet, and only the second reserve Cabernet ever produced by Abeja. It's dark, juicy, dense, smoky, layered and tight. Pepper, bacon, coffee grounds, graphite and black cherry roll through the palate, buttressed with lots of firm, smooth, polished and delicious tannins. A truly glorious bottle.",96,US,Washington,Cabernet Sauvignon,80
45420,"This is Pinot Gris that tastes quite a bit like Sauvignon Blanc: grassy and herbaceous, but with a little more flesh, less acidity. Match it with shellfish and light seafoods and it will do the trick; it's fresh and bracing.",84,US,Oregon,Pinot Gris,14
59836,"Rhubarb and cranberry fruit, along with a touch of red apple suggests minimal ripening. It's a tangy, pleasant wine, light and optimal for near-term drinking with simple poultry dishes.",87,US,Oregon,Pinot Noir,38
34406,"Threads of licorice, steel, earth and smoke weave through the proportionate strawberry and raspberry flavors, offset by hints of herb and baking spice. It's a seamless, complex wine of moderate length.",90,US,Washington,Syrah,27
78884,"Abundantly floral, this is a 100% varietal wine. Juicy acidity supports a medium-bodied lushness of honeyed pear and spicy nutmeg complemented by oak.",90,US,California,Viognier,33
5122,"From a block planted in 1910 consisting of hearty portions of mixed blacks, this wine is abundantly floral in rose petals, with a plummy core dusted in smoky oak. The tannin structure is sizable, while the wine is full of leather, cigar box and black pepper accents that weave within the ripe fruit.",92,US,California,Zinfandel,48
67792,"I wish this wine were drier because it has polished citrus, floral and mineral flavors and a rich, pronounced acidity. But it's sugary throughout.",83,US,California,Albariño,10
108972,"Succinct and to-the-point, this Viognier is bight in pineapple, citron and peach on the nose and palate. There's a decent weight and texture, however the flavors don't carry too long. Drink now.",85,US,Texas,Viognier,25
110191,"Very peppery and briary, with a slightly green, minty edge to the riper wild berries and tobacco. A good, gutsy Zinfandel of character and a sense of place.",87,US,California,Zinfandel,25
76158,"Rapture is Michael David's small-production Cabernet, blended with a small percentage of Petite Sirah, then aged 17 months in French oak for a full-bodied figure. Purple-black in color, it's mouth-filling, jammy and extracted with flavorful blackberry and cherry fruit and a streak of vanilla and fig on the finish.",87,US,California,Cabernet Sauvignon,59
114590,"A big but not-too-tannic Petit Verdot, this is juicy and structured with red fruit and a light layer of spice. Tending toward black licorice and dark chocolate, it could use a splash of something to brighten it up. But it's otherwise a bottle worth trying if you're curious to try a varietal Petit Verdot.",86,US,California,Petit Verdot,30
20508,"A solid everyday Chardonnay, showing good pineapple, peach and pear flavors, with a nice edge of buttered toast and vanilla.",85,US,California,Chardonnay,17
125513,"This wine is rich and ripe, oozing with black cherry, boysenberry and strawberry jam aromas and flavors. It feels full and rather soft on the palate, as the acidity and tannins appear very mild.",90,US,California,Pinot Noir,45
11511,"A deliciously likeable Pinot Noir, sweet as a raspberry crumble pie, yet with qualities of mushrooms, minerals and something formidable from the earth that give it great complexity. The winemaker, Drake Whitcraft, has kept the alcohol to a relatively low 13.4% by volume, so the wine feels light and airy. Yet it possesses great seriousness. The vineyard is within a touchdown pass of the Santa Rita Hills boundary. Drink now–2020.",92,US,California,Pinot Noir,50
143454,"Shows aromas of cherries, dust, spices and oak, with a twiggy, earthy note. Tastes very fruity, sappy, jammy, thick and full-bodied. Bone dry, youthful and tannic. Immature. Should begin to come together after 2006.",92,US,California,Pinot Noir,75
58893,"This gorgeously inviting wine shines with barely ripe pear, lemon and lychee flavors. Its focused, stony minerality lends freshness and pleasing complexity on the palate, as orange blossom aromas and flavors seep in.",93,US,California,Gewürztraminer,30
130542,"This is a barrel selection from the winery's Sleepy Hollow Vineyard and is one of the most concentrated Chardonnays in California. Has the honeyed richness of a botrytized wine, but is absolutely dry. Tastes like an apricot and pineapple tart, with seasonings of nutmeg, cinnamon, and the smoky, nutty pie crust. Very few California Chardonnays need time, but this one does. Stash until late 2008, but this powerhouse should gradually peak over a decade.",94,US,California,Chardonnay,60
65349,"A fine Chardonnay, which Ferrari-Carano can usually be depended on to produce. Shows crowd-pleasing flavors of pineapple jam, butterscotch, crème brûlée and vanilla custard. Easy to find, with 42,000 cases produced.",89,US,California,Chardonnay,25
111283,"A juicy Sauvignon Blanc, rich in ripe fig, lemon and lime and spicy melon flavors, and well acidified. Finishes with a clean, fruity note.",84,US,California,Sauvignon Blanc,15
124882,"Tannic and acidic now, with a bite-down mouthfeel, although the overall texture is nice and silky, and shows the elegance of Pinot Noir. Give it a few years in the cellar to let the black cherry, currant, anise and cedar flavors mellow and develop.",90,US,California,Pinot Noir,37
110851,"Sugary sweet and simple, with pleasant pineapple, peach, pear, floral and vanilla flavors.",83,US,California,Roussanne,24
63374,"Some new French oak brings a rich, buttery smokiness to this Chardonnay, but mostly it's about the fruit. It's rich in tangerine, apricot and papaya flavors that are drinking well now.",88,US,California,Chardonnay,40
122992,"The texture of this Pinot Blanc is Chardonnay-like, but the flavors veer more toward tangerines and oranges, with a buttered toast, honey and vanilla richness. It's a rich, creamy, complicated wine, a little sweet and soft, but a good partner with complex lobster, shrimp and scallop dishes.",89,US,California,Pinot Blanc,22
93684,"This harsh wine is hard to like all by itself. It's severely tannic, with flavors of plums, blackberries and coffee. Grill up some spicy ribs and it will be just fine.",84,US,California,Malbec,25
74420,"Ripe blackberries, violet flowers, tobacco, mocha, smoke and asphalt swirl into an intriguing nose. Dense flavors of black cherries and kirsch are evened out by licorice, black tea and a pine-sap element that carries through the finish.",87,US,California,Syrah,20
5613,"Dry and bright in acidity, with a clean, silky mouthfeel. Shows fine raspberry and cherry fruit, with a squeeze of tangerine, leading to a spicy finish. Drink now with pork tenderloin, ahi tuna, roasted salmon.",88,US,California,Pinot Noir,30
39183,"A light yet concentrated Pinot Noir, this has a cherry flavor and a spicy texture. Give it some air to allow the better side of its earthy aromas time to unravel.",87,US,California,Pinot Noir,34
98463,"This is quite soft and pretty, a charming wine with appealing flavors of rose water, cherry and sandalwood. Not for keeping, but most enjoyable right now.",87,US,Oregon,Pinot Noir,18
82015,"This easy-to-love wine from the Michael Mondavi family has an obvious but attractive oaky character, from the abundant cedar and cinnamon aromas to the spicy nutmeg and cardamom flavors that bolster its red cherry fruit and medium body.",88,US,California,Cabernet Sauvignon,15
132124,"Lots of upscale features in this polished Cab. It shows modern characteristics of expressively ripe, lush blackberry, blueberry, cassis and chocolate flavors that are wrapped in a soft, velvety texture. The softness may limit ageability.",89,US,California,Cabernet Sauvignon,45
108297,"The star of the show among the three Libra wines tasted, this biodynamically-farmed offering is dark and exotic, with a range of scents from cherry liqueur to cinnamon, anise, and flowers. It breathes open into a perfumed and spicy wine, with accents of orange peel around substantial, brambly fruit.",90,US,Oregon,Pinot Noir,35
99636,"Righteous is a new budget label for Sweet Valley Winery. Mostly Merlot, this smooth, fruity red wine is ready to drink. It tastes like a latter-day version of the Hearty Burgundies of old, only with better fruit, and a hint of hazelnut in the finish.",86,US,Washington,Red Blend,12
4133,"Strawberries, red currants and root beer come out at first, with cherry soda bringing up the rear. This forward, fresh and fruity wine is drinking well right now, and should be consumed through 2019.",90,US,Oregon,Pinot Noir,55
87652,"A lovely wine, charming and complex. Shows how well this blend works for Eberle in Paso Robles, especially in a good vintage. Soft and lush, the wine is rich in blackberries and spices. Drinks well now, and should hold for some years.",89,US,California,Cabernet Sauvignon-Syrah,29
17069,"This Bordeaux blend has a different artist's label every year but otherwise has no identity of its own. This new release is tight, hot and shows signs of reduction; it's got a burnt rubber scent underlying the ultraripe, almost pruny fruit. It's just not a compelling wine; it hasn't jelled and it doesn't seem as if it will. There is concentration and power to be sure, but pleasure is in short supply.",85,US,Washington,Red Blend,48
138554,"The winery has had some success with this Spanish variety, but the '05 is not one of their best efforts. The wine is thinly structured and harsh in tannins, with exaggerratedly sweet cherry, cola and currant flavors.",82,US,California,Tempranillo,27
49041,"This is quite unusual, loaded with notes of green herb, leaf, fiddlehead fern, pepper and lemon verbena. It's herbal and not at all disagreeable, though fruit-lovers may want to look elsewhere. Just 50 cases of this wine were made.",88,US,Oregon,Pinot Noir,38
83136,"Sharp and cutting in acidity, with jammy, tutti-fruity blackberry and cherry flavors, this Cab is totally dry. It's ready to drink now.",84,US,California,Cabernet Sauvignon,15
19026,"Powerful, mouthwatering, concentrated black-cherry and blackberry flavors form the core of this full-bodied, full-flavored and well-balanced wine. Starting with aromas of toasted oak and wood smoke, the wine has a broad rich mouthfeel and moderate tannins that propel the gorgeous fruit flavors across the palate and linger a long time on the finish.",93,US,California,Zinfandel,24
88458,"From one of Livermore's oldest producers, a small-production Petite Sirah, one of their specialties, all from an estate vineyard planted 40 years ago, this wine is super dark purple in color, very earthy, with nice chocolate and delicate fruit interspersed among the dusty tannins. Pretty and interesting.",87,US,California,Petite Sirah,25
117274,"Here you will find classic Bourbon barrel-vanilla flavors, but with bright, polished fruit showing through. This is firm and substantial—very clean winemaking—crisp, tight, polished and silky. Already it's showing layers of berries, currants and blueberries.",94,US,Washington,Cabernet Sauvignon,70
101447,"A blend of Cabernet Sauvignon (40%), Merlot (35%), Syrah (22%) and Carmenère, this offers aromas of green tea, sawdust, blueberry and barnyard. The flavors are tangy and elegant in style.",82,US,Washington,Red Blend,19
106044,"Fruit flavors of pineapple and lemon are pushed forward, followed by a pleasing touch of light butter. The wine was barrel fermented in half new, half used oak. It's a fine spring/summer quaffer.",87,US,Oregon,Chardonnay,18
120903,"A rich, full-bodied and dry Syrah that shows fine terroir. It comes from an area, in the Gabilan Mountains of Monterey, that does not yet have a sub-appellation, but should. The wine is effusive in blackberries, black currants, mocha, pepper and cedar, with a sweetly exotic note of foie gras. Now–2012.",90,US,California,Syrah,29
35402,"Ripe and lush, this off-dry Gewürztraminer shows remarkable balance between its acidity and ripeness. It has abundant rose petal, spice and musk tones, and the exotic spice note intensifies on the midpalate, before extending toward the jasmine-tea-flavored finish.",88,US,New York,Gewürztraminer,20
19577,"All den Hoed grapes—barrel fermented, neutral oak, no malolactic. Very rich, deep and racy, with glorious fruit. Full-bodied and lush without being heavy; it keeps the freshness and minerality, along with a full range of fruits from citrus to stone fruits to melon. Finishes with a lick of white pepper.",93,US,Washington,Viognier,20
5318,"One of the deeper-colored rosés available, this memorable, medium-bodied wine bursts with fruity aromas and red wine-like flavors. It smells like cherries and apple skin and tastes fresh and brambly, as its generous texture fills the mouth with fruitiness that lasts through the finish.",90,US,California,Rosé,15
17041,"Fuzzy peach with a companionable co-host of Meyer lemon star in this medium-bodied, voluptuously appealing wine. It's balanced and easy to enjoy, its finish taking on added volume and likability.",90,US,California,Sauvignon Blanc,26
55449,"This wine presents itself initially as having a bold, big body, yet is actually light on its feet as it opens, revealing aromas of cherry liqueur, rhubarb joined with a funk of black licorice and sassafras.",88,US,California,Pinot Noir,55
26580,"This is 100% Cabernet Sauvignon from an all-star collection of Walla Walla vineyards. It shows excellent structure and depth, with plenty of herbal character. The black fruits are abundant, spicy and sharp; this is a young wine from a great vintage than needs more bottle age. The layering, though still tight and compact, suggests that with cellaring this will evolve into Bordeaux-like complexity, with a mix of herb, mineral, leaf and berry flavors. The barrel flavors (40% new) are subtle and elegant.",93,US,Washington,Cabernet Sauvignon,40
138399,"How a Cab can be completely soft yet filled with power is a wonder, but this is such a wine. It's dry and dustily grippy in tannins, with a finely astringent finish, and will easily hold for a decade. If you must drink it now, a good steak will cut through the density and coax out the sweet cassis and cherry fruit.",93,US,California,Cabernet Sauvignon,64
112008,"Cabernet Sauvignon gives this wine a luscious, elegant mouthfeel, with classic currant and cedar flavors. Syrah brings a gamy, leathery note, with white pepper accents. The result is an interesting, complex young wine of power and authority. Drink now.",92,US,California,Red Blend,52
31982,"This Yakima Valley Syrah definitely falls on the cool side of things. It's focused and pure-tasting, with strawberry compote as the dominant fruit. Some residual damp earth notes continue through the finish, with just a hint of bitterness.",87,US,Washington,Syrah,33
142852,"A “wow!” wine. Starts with a stupendous aroma that perfectly integrates toasty, caramelly oak with rich Indian pudding, gingerbread, sweet plum, cherry and spicy clove. The tannins are rich and ripe.",93,US,California,Syrah,35
124363,"There's weightiness to this big, bold, flavorful wine that exhibits concentrated berry and cherry cola that persist in a full-bodied way. Accents of minty earth and floral aromatics provide a hint of herb and lightness.",88,US,California,Pinot Noir,60
148564,"Medium-ruby in color, with an inviting aroma of dried cherry, cinnamon, cola and smoky oak, this Pinot shows classic varietal structure and elegance. It's very, very dry, with a silky texture and penetrating acidity. Rather austere and angular now, the wine needs decanting or short-term aging.",90,US,California,Pinot Noir,42
22290,"Intoxicating aromas of plum jelly, violets, blueberry, chocolate and cinnamon are cut with a pencil-lead focus on this bottling by a family in the Paso wine game since 1908. Flavors of blackberry jelly are lifted by lavender and anise spice.",92,US,California,Zinfandel,40
35168,"Savory tones of pressed apple and pear contrast with pretty orange-blossom aromas on this unusually light-footed Chardonnay. A blend of equal parts oak and stainless-steel ferment, it's concentrated with pear and lemon flavors. Finishes a bit short.",85,US,New York,Chardonnay,20
85167,"A dark color and big, brooding flavors make this wine bolder than most Pinots. The aromas are full of toasty, spicy oak, with more meaty, rich and almost earthy flavors that are very concentrated. With more sips, more complex accents of tea and forest floor add complexity.",94,US,California,Pinot Noir,82
78162,"Apple aromas and flavors characterize this medium-bodied wine. It tastes concentrated, focused, bracing and fresh. The texture is lean and crisp, with enough body to add some richness on the finish.",87,US,California,Sauvignon Blanc,15
122207,"This is the winery's sweet sparkling wine. It has the elegant structure, fine acidity and forward raspberry, strawberry, lime, vanilla and smoke flavors of the dry bruts, with a sugary finish, for those who like their bubblies on the sweet side.",86,US,California,Sparkling Blend,15
41718,"Bright, fresh fruit and dried herb aromas combine with lively but concentrated and tannic fruit flavors in this big but well-behaved wine. The texture balances lavishness with a bit of astringency in an attractive and appetizing way.",88,US,California,Cabernet Sauvignon,36
93222,"Soft and luscious, this has just enough tannin and acidity to give structure to the delicious black-cherry, cocoa and bacon flavors. Drink now.",90,US,California,Cabernet Sauvignon,40
18756,"This vineyard select Pinot Noir shows some chocolate flavors around thin, sharp red berry fruit. The oak influence dominates, along with an earthy, tannic finish.",85,US,Oregon,Pinot Noir,28
800,"With black cherry, blueberry, milk chocolate and balsamic reduction offsetting the light dill herbaceousness, this wine offers surprising depth for the affordable price. The texture is soft, yet the tannins stand up to the black cherry, charcoal and black-pepper flavors.",90,US,California,Cabernet Sauvignon,20
44595,"High in acidity with a voluptuously sleek and supple body, this is a smoothly tamed wine. It's youthful and structured, with a mix of citrus, black cherry and cola. Medium bodied, it's memorably balanced and possesses subtle power.",95,US,California,Pinot Noir,70
128178,"Produced from the Sierra Foothills winery, Shenandoah, this is a dry, briary and rustic Cabernet. It has wild berry, currant and black pepper flavors, with edgy tannins. Needs rich beef and cheese dishes for balanced food pairing.",86,US,California,Cabernet Sauvignon,24
143787,"Classic Cabernet, and ageworthy. Shows balanced blackberry, coffee, black olive, Provençal herb and oak flavors. It has complex tannins, and is very dry. This is not a long hangtime, superripe Cab, but strives for balance and elegance and succeeds. Best now–2016.",92,US,California,Cabernet Sauvignon,75
56503,"The texture is off, with hard and bitter tannins. The fruit also is quite ripe, with the black cherries veering into raisins. Oak sticks out in the form of sweet vanilla and toast. The result lacks harmony.",83,US,California,Merlot,34
53179,"Made from 70% Cabernet Sauvignon and 30% Cabernet Franc, it has every hallmark of a young Napa Valley Bordeaux blend. It's dry, smooth and complex in tannins, with balancing acidity and an incredible array of flavors, including blackberry, black currant, cherry, chocolate, dried herb, smoky oak and spice. It has that important but hard-to-define quality of sophistication. It's delicious now, and it should develop in the bottle for at least 10 years.",95,US,California,Bordeaux-style Red Blend,115
52273,"Black in color, glyceriney. Massive, deep, tremendous. Some will find it overpowering in New World extraction, but it's a real beauty in that style. Explodes in black currants, chocolate and new oak, almost overripe, with suggestions of raisins. Almost dessert-like, but stays dry and elegant. Defines modern Napa Valley cult Cabernet Sauvignon.",95,US,California,Cabernet Sauvignon,175
52491,"Cranberry, spice and fresh herb give this peppery Pinot plenty of flavor interest. Definitely on the earthy and herbal side, this juicy wine is a good go-to bottle for everyday drinking.",86,US,Oregon,Pinot Noir,17
82129,"There's a touch of crushed ant aroma on the nose of this wine from an old Paso vineyard, which also also gives scents of ripe stone fruit, lime pith and dill. Once sipped, a pear juice flavor dominates along with a lime juice-on-nectarine element that adds a sour twist.",88,US,California,Chardonnay,40
35064,"Essentially a Cabernet Franc with Merlot and Sangiovese in the blend, this easy-drinking red wine feels a bit generic. One-dimensional berry and pale cherry fruit flavors quickly fade into light tannins.",83,US,Washington,Red Blend,18
108396,"Steven Kent Mirassou is practically single-handedly reviving Livemore Valley's historic reputation for Cabernet Sauvignon. The wine shows a wonderfully lush structure and impeccable tannins, framing slightly herbal, dusty flavors of blackberries, blueberries, cherries and cedar. Really fine, and a superb accompaniment for rich meats and cheeses.",93,US,California,Cabernet Sauvignon,45
129510,"Gets the Merlot basics done by being dry and medium-bodied, with everyday cherry, red currant, herb and oak flavors.",83,US,California,Merlot,7
132463,"This wine shows the California influence, taking the edges off the Oregon fruit and pushing it forward on the palate. Broad flavors of strawberry jam and streaks of melon take over, with plenty of the root beer/cola character right behind. It could almost be Russian River juice, but shown in a lighter, more elegant style. Excellent value.",87,US,Oregon,Pinot Noir,19
82990,"This is hot in alcohol, and it has a vegetal note, with modest berry fruit. The finish seems sweet—like cola.",81,US,California,Zinfandel,29
106221,"This is a best barrel blend of Goldeneye's several vineyards. It takes its beautifully ripe fruit from Confluence and the tannins of The Narrows to yield a dry, densely constructed and moderately ageable wine of exceptionally high quality and appeal. Blackberries, blueberries, cherries and exotic spices characterize the flavors of this tremendous wine, one of the best of the vintage out of the Anderson Valley. Only 222 cases were produced.",98,US,California,Pinot Noir,100
147906,"This Napa stalwart is beautifully integrated. Leesy and citrus notes accent the solid apple and toast profile on both the nose and in the mouth. It's big, but displays impeccable balance and a great mouthfeel. Lime and spice play against richer butterscotch, vanilla and toasty elements on the long, handsomely textured finish.",92,US,California,Chardonnay,45
33633,"This precisely crafted wine lifts Carneros Chardonnay to a whole new level. Yes, it's pricey, but so complex and decadent, it's worth it. The alcohol is refreshingly low, the acidity is bright, and there's a lick of steel to balance the nectarine and mango fruit, buttered-toast and cream flavors.",93,US,California,Chardonnay,50
68587,"Rich and dramatic, this blend of Cabernet Sauvignon, Syrah and Petite Sirah offers smooth, unctuous flavors of cherries, black raspberries, chocolate and pepper. It's a seductively appealing wine, with thick, refined tannins and a dry finish. Should gain in the bottle over the next 4–6 years. Great price for the quality.",91,US,California,Red Blend,20
118101,"A nice bubbly that's mainly Chardonnay and Pinot Noir. It shows Champagne flavors suggesting citrus fruits, pears, strawberries and bread, with crisp acidity making the finish clean. The mouthfeel is a little rough and scoury.",87,US,California,Sparkling Blend,50
97410,"The producer's smallest-production red from the vintage, and its fourth bottling from the east-sloping blocks of its estate vineyard, this wine is full and lush on the palate, yet elegantly crafted to reveal pine forest, grenadine and a persistence of floral and herbal notes. Smooth and integrated, it presents a rose garden's worth of beauty that lingers on the finish.",92,US,California,Pinot Noir,90
80046,"Crisp boysenberry and black raspberry aromas meet with lthyme, oregano and a touch of caramelization on the nose of this Sea Smoke bottling. Dark cranberry fruit shows on the palate, lifted by anise, pepper and an array of herbs, all framed by a leathery texture. Drink now until 2028.",92,US,California,Pinot Noir,60
66232,"Hot gravel and blackberry fruit combine for straightforward, light-on-the-feet aromas on this bottling from a small estate near Happy Canyon. Cherry and blackberry pie flavors show on the palate, with tart, fresh berries framed by a buttery crust.",91,US,California,Cabernet Sauvignon,34
145769,"A rich, balanced Cab-based blend of all 5 classic Bordeaux varietals. Understated and elegant, polished and fruity. Feels harmonious and balanced through the finish.",90,US,California,Meritage,35
44563,"This well-balanced, estate-grown Pinot Noir combines elegance with accessibility. It's a lovely mix of flower and red berry scents and flavors. A hint of rose petal adds a gentle touch to the finish.",91,US,Oregon,Pinot Noir,37
31314,"This interesting blend of Zinfandel, Petite Sirah, Charbono and Cabernet Franc is a big wine packed with powerful black currant and licorice flavors, with a liberal dusting of pepper. It impresses for dryness and the rich, sturdy tannins. Drink this rustically chic wine with roasts.",90,US,California,Red Blend,32
60860,"There's a reason few wineries nowadays produce Barbera. It's a boring wine, and just because it comes from as fine a producer as Reverie can't change that fact. The wine is dry, tannic and dull, with unevenly ripened flavors.",82,US,California,Barbera,50
46253,"Dark, bone dry and very tannic, this Merlot-based Bordeaux blend has a fine structure. In the mouth it feels rich and earthy, but offers fruitier flavors of currants, limned in sweet, smoky oak. Very Bordeaux-esque.",91,US,California,Bordeaux-style Red Blend,25
14497,"This blend is 50% Mourvèdre, 25% Grenache and 25% Syrah, with leather, herb and earth tones on the bouquet and palate. The fruit was sourced entirely from the relatively cool Stillwater Creek Vineyard. An excellent, balanced composition.",90,US,Washington,G-S-M,40
112741,"Layered on both the nose and palate, this standout Finger Lakes Pinot is tart and fresh, yet full with concentrated sour cherry and red plum flavors. Firmly structured with bright acidity and a delightful spray of violet perfume on the finish.",88,US,New York,Pinot Noir,26
2497,"A really good wine for the price, this offers a dark color and varietal aromas of black cherry, black olive and faint dried herbs. Next it layers handsome oak on the rich and fruity flavors. The texture is quite dense without being heavy; while somewhat tannic the mouthfeel is not drying.",88,US,California,Cabernet Sauvignon,10
112373,"This Syrah is overripe. It has a taste of raisins and prunes­—a baked, Porty quality—like the grapes had been grilled before being made into wine.",81,US,California,Syrah,25
40937,"Thin and raw, and slightly sweet, this is not a very satisfying Cab. It tastes like candied blackberry and cherry LifeSavers.",82,US,California,Cabernet Sauvignon,28
24028,"White blossoms and fresh green herbs perfume this full-bodied wine. Dry in style and refreshingly tart, it finishes briskly with a bit of floral flair.",87,US,New York,Pinot Grigio,17
31954,"This has lovely and deep black fruits, with smoke and toast from the barrel aging. There's a streak of caramel and a hint of coconut, good balance and length, and less obvious burn and astringency than the more recent vintages.",93,US,Washington,Cabernet Sauvignon,42
54108,"The 2006 was really good, but the 2007 is a disappointment. Where that wine was complex, this is simple, tasting of watermelon, cotton candy and LifeSaver cherry flavors that finish watery and sugary.",83,US,California,Pinot Noir,22
107250,"A blend of various varieties, this red has a rustic feeling in the gritty tannins and briary flavors of wild berries and Asian spices. But it's not a simple wine. It's actually quite satisying in the way it floods the mouth with flavor, then finishes in a dry way that welcomes grilled meats, hard cheeses, olive oil and tomato sauce.",88,US,California,Red Blend,20
9883,"Merlot (39%) takes the lead on this blend followed by Cabernet Sauvignon (24%), Malbec (15%), Petit Verdot (10%), Petite Sirah (6%) and Carménère. Scents of barrel spice, dark fruit, vanilla and herb are followed by cranberry and cherry flavors, speckled with barrel spices. Grainy tannins provide support.",88,US,Washington,Red Blend,31
5633,"The alcohol is high, giving the wine a peppery burn, but it's fun and delicious and utterly unique, in its own high mountain way. Completely dry, the flavors are of blackberries cooked into a pie and black pepper, with just a hint of raisins.",90,US,California,Zinfandel,29
105206,"Ripe, briary aromas of wild berries, plums and earth veer into dark chocolate. Flavors are on the light side, and seem a little soft. An affordable everyday wine to serve at picnics. Don’t be misled by the “Home Ranch” description; this is not an estate wine.",82,US,California,Zinfandel,9
